Location Code ,Date,Whitton Code,Taxa,Original count Unit,Original no's (per ml),Biovolume units,Biovolume (µm^3 per ml),mean cell/fil. length,mean cell width/diameter,mean cell depth,mean biovolume,Mean Staurastrum or Ceratium cell volume ,cells/colony or filament,Factor,Year,Month,Group code,Group,Genus,,,,,,,,
RB5,19-Aug-2014,17680030,Pediastrum boryanum,CO,11,CO,"83,838",,43.1,5,7294.817412,,1,576,2014,8,17,,Pediastrum,boryanum,,,,,,,
RB5,19-Aug-2014,17810000,Scenedesmus,CO,132,CE,"43,045",8.8,4.2,,81.27928513,,4,50,2014,8,17,,Scenedesmus,,,,,,,,
RB5,19-Aug-2014,17910020,Sphaerocystis schroeteri,CO,11,CE,"4,877",,3.7,,26.52184878,,16,576,2014,8,17,,Sphaerocystis,schroeteri,,,,,,,
RB5,19-Aug-2014,27370000,Staurastrum,CE,1,CE,"6,097",see calculation spreadsheet,,,7363,7363,1,15990.24,2014,8,27,,Staurastrum,,,,,,,,
RB5,19-Aug-2014,90000003,Nanoplankton - unidentified single cells 2–20 µm diameter,CO,1192,CE,"4,933,606",,8,,268.0825731,,15.44444444,50,2014,8,90,,Nanoplankton,-,unidentified,single,cells,2–20,µm,diameter,
RB5,19-Aug-2014,90000005,Nanoplankton - unidentified flagellates 2–20 µm diameter,CO,132,CE,"209,634",9,6,6,113.0973355,,1,50,2014,8,90,,Nanoplankton,-,unidentified,flagellates,2–20,µm,diameter,,
RB5,19-Aug-2014,90000005,Nanoplankton - unidentified flagellates 2–20 µm diameter,CE,10062,CE,"1,446,883",,6.5,,143.7933137,,14,50,2014,8,90,,Nanoplankton,-,unidentified,flagellates,2–20,µm,diameter,,
RB5,02-Sep-2014,01020000,Anabaena,FI,32,CE,"24,111",4.1,4.1,,36.08695121,,21.09090909,1152,2014,9,01,,Anabaena,,,,,,,,
RB5,02-Sep-2014,01020130,Anabaena planctonica,FI,23,CE,"172,345",9.1,8.4,,336.2006794,,22.25,1152,2014,9,01,,Anabaena,planctonica,,,,,,,
RB5,02-Sep-2014,01040000,Aphanizomenon,FI,35,FI,"37,290",128.8,4,,1079.032357,,1,1152,2014,9,01,,Aphanizomenon,,,,,,,,
RB5,02-Sep-2014,01060000,Aphanothece,CO,39,CE,"9,916",2.1,1.9,,3.969402318,,64,85,2014,9,01,,Aphanothece,,,,,,,,
RB5,02-Sep-2014,01490000,Microcystis,CO,3,CE,"26,834",,3.9,,31.05935577,,130,1152,2014,9,01,,Microcystis,,,,,,,,
RB5,02-Sep-2014,01490000,Microcystis,CO,6,CE,"72,607",,5.7,,96.96682805,,300,1152,2014,9,01,,Microcystis,,,,,,,,
RB5,02-Sep-2014,01530160,Oscillatoria limnetica (Pseudanabaena limnetica),FI,7373,FI,"245,050",8,2.3,,33.23805027,,1,45,2014,9,01,,Oscillatoria,limnetica,(Pseudanabaena,limnetica),,,,,
RB5,02-Sep-2014,01750010,Snowella lacustris,CO,78,CE,"7,310",2.3,1.8,,3.901858076,,24,85,2014,9,01,,Snowella,lacustris,,,,,,,
RB5,02-Sep-2014,01780010,Woronichinia naegeliana,CO,6,CE,"19,662",5.3,3.1,,26.66845644,,128,1152,2014,9,01,,Woronichinia,naegeliana,,,,,,,
RB5,02-Sep-2014,04100000,Trachelomonas,CE,39,CE,"144,714",22.1,17.9,,3707.63487,,1,85,2014,9,04,,Trachelomonas,,,,,,,,
RB5,02-Sep-2014,05020000,Chroomonas,CE,429,CE,"37,741",7.6,4.7,4.7,87.90385684,,1,85,2014,9,05,,Chroomonas,,,,,,,,
RB5,02-Sep-2014,05040001,Cryptomonas (small) Length <20 µm,CE,39,CE,"2,837",7.7,5.2,3.466666667,72.67830258,,1,85,2014,9,05,,Cryptomonas,(small),Length,<20,µm,,,,
RB5,02-Sep-2014,05040002,Cryptomonas (medium) Length 20-30 µm,CE,12,CE,"15,321",24,12.6,8.4,1330.024666,,1,1152,2014,9,05,,Cryptomonas,(medium),Length,20-30,µm,,,,
RB5,02-Sep-2014,05100012,Rhodomonas lacustris var. nannoplanctica,CE,1249,CE,"76,091",7.7,4.8,,60.92176474,,1,85,2014,9,05,,Rhodomonas,lacustris,var.,nannoplanctica,,,,,
RB5,02-Sep-2014,06020040,Ceratium hirundinella,CE,6,CE,"724,784",see calculation spreadsheet,,,120714,120714,1,16024.28,2014,9,06,,Ceratium,hirundinella,,,,,,,
RB5,02-Sep-2014,06070000,Gymnodinium,CE,37,CE,"88,495",20.9,18,12,2363.734313,,1,1152,2014,9,06,,Gymnodinium,,,,,,,,
RB5,02-Sep-2014,08010010,Chrysochromulina parva,CE,195,CE,"6,540",4,4,4,33.51032164,,1,85,2014,9,08,,Chrysochromulina,parva,,,,,,,
RB5,02-Sep-2014,12000001,Small centric diatom (5 - <10 µm diam.),CE,1054,CE,"183,707",,6.8,4.8,174.3206932,,1,85,2014,9,12,,Small Centric,centric,diatom,(5,-,<10,µm,diam.),
RB5,02-Sep-2014,12000002,Medium centric diatom (10-20 µm diam.),CE,39,CE,"29,953",,11.9,6.9,767.419614,,1,85,2014,9,12,,Medium Centric,centric,diatom,(10-20,µm,diam.),,,
RB5,02-Sep-2014,12030060,Aulacoseira granulata,FI,305,CE,"2,461,617",25.8,6.9,,964.7344092,,8.358490566,576,2014,9,12,,Aulacoseira,granulata,,,,,,,
RB5,02-Sep-2014,13000001,Small pennate diatom <10 µm diam,CE,429,CE,"204,815",25.8,4.3,4.3,477.042,,1,85,2014,9,13,,Small Pennate diatom,pennate,diatom,<10,µm,diam,,,
RB5,02-Sep-2014,13080010,Asterionella formosa,CO,2,CE,"10,260",71.1,4.4,4.4,1376.496,,4.5,16024.28,2014,9,13,,Asterionella,formosa,,,,,,,
RB5,02-Sep-2014,13370040,Fragilaria crotonensis,CO,0,CO,"9,515",142.9,67,4.8,45956.64,,1,16024.28,2014,9,13,,Fragilaria,crotonensis,,,,,,,
RB5,02-Sep-2014,16180000,Chlamydomonas,CE,117,CE,"25,484",7.8,7.3,,217.6401143,,1,85,2014,9,16,,Chlamydomonas,,,,,,,,
RB5,02-Sep-2014,16470010,Pandorina morum,CO,14,CE,"19,202",,5.25,,75.76637908,,17.6,1152,2014,9,16,,Pandorina,morum,,,,,,,
RB5,02-Sep-2014,16490010,Paulschulzia pseudovolvox,CO,6,CE,"18,966",,6.8,,164.6362102,,20,1152,2014,9,16,,Paulschulzia,pseudovolvox,,,,,,,
RB5,02-Sep-2014,17570000,Micractinium,CO,78,CE,"14,020",,3.5,,22.4492975,,8,85,2014,9,17,,Micractinium,,,,,,,,
RB5,02-Sep-2014,17580020,Monoraphidium contortum,CE,3005,CE,"38,397",12.2,2,,12.77581012,,1,85,2014,9,17,,Monoraphidium,contortum,,,,,,,
RB5,02-Sep-2014,17580040,Monoraphidium griffithii,CE,39,CE,"7,700",69.2,3.3,,197.2888771,,1,85,2014,9,17,,Monoraphidium,griffithii,,,,,,,
RB5,02-Sep-2014,17580080,Monoraphidium minutum,CE,117,CE,"1,916",10,2.5,,16.36246174,,1,85,2014,9,17,,Monoraphidium,minutum,,,,,,,
RB5,02-Sep-2014,17640000,Oocystis,CO,6,CE,"20,349",15.3,10.5,,883.2195046,,4,1152,2014,9,17,,Oocystis,,,,,,,,
RB5,02-Sep-2014,17680030,Pediastrum boryanum,CO,3,CO,"6,956",,24.8,5,2415.256432,,1,1152,2014,9,17,,Pediastrum,boryanum,,,,,,,
RB5,02-Sep-2014,17910020,Sphaerocystis schroeteri,CO,3,CE,"9,394",,4.6,,50.96501042,,64,1152,2014,9,17,,Sphaerocystis,schroeteri,,,,,,,
RB5,02-Sep-2014,17960030,Tetraedron minimum,CE,78,CE,"41,984",11.2,9.8,4.9,537.824,,1,85,2014,9,17,,Tetraedron,minimum,,,,,,,
RB5,02-Sep-2014,18110000,Desmodesmus,CO,156,CE,"46,722",8.5,4.1,,74.81441105,,4,85,2014,9,18,,Desmodesmus,,,,,,,,
RB5,02-Sep-2014,90000003,Nanoplankton - unidentified single cells 2–20 µm diameter,CE,2615,CE,"94,371",,4.1,,36.08695121,,1,85,2014,9,90,,Nanoplankton,-,unidentified,single,cells,2–20,µm,diameter,
RB5,02-Sep-2014,90000005,Nanoplankton - unidentified flagellates 2–20 µm diameter,CE,1093,CE,"100,492",,5.6,,91.95232258,,1,85,2014,9,90,,Nanoplankton,-,unidentified,flagellates,2–20,µm,diameter,,
RB5,16-Sep-2014,01020000,Anabaena,FI,80,CE,"249,900",6.3,5.7,,107.1738626,,29,576,2014,9,01,,Anabaena,,,,,,,,
RB5,16-Sep-2014,01040000,Aphanizomenon,FI,37,FI,"53,989",136.4,4.5,,1446.232178,,1,1152,2014,9,01,,Aphanizomenon,,,,,,,,
RB5,16-Sep-2014,01060000,Aphanothece,CO,176,CE,"39,218",2.1,1.9,,3.969402318,,56,75,2014,9,01,,Aphanothece,,,,,,,,
RB5,16-Sep-2014,01460000,Merismopedia,CO,88,CE,"16,454",2.3,2.2,,5.82870157,,32,75,2014,9,01,,Merismopedia,,,,,,,,
RB5,16-Sep-2014,01490000,Microcystis,CO,6,CE,"35,075",,3.6,,24.42902447,,250,1152,2014,9,01,,Microcystis,,,,,,,,
RB5,16-Sep-2014,01530160,Oscillatoria limnetica (Pseudanabaena limnetica),FI,2779,FI,"74,998",7.1,2.2,,26.98942249,,1,75,2014,9,01,,Oscillatoria,limnetica,(Pseudanabaena,limnetica),,,,,
RB5,16-Sep-2014,01750010,Snowella lacustris,CO,353,CE,"38,790",2.4,1.8,,4.071504079,,27,75,2014,9,01,,Snowella,lacustris,,,,,,,
RB5,16-Sep-2014,04100000,Trachelomonas,CE,88,CE,"29,274",9.2,8.3,,331.8506208,,1,75,2014,9,04,,Trachelomonas,,,,,,,,
RB5,16-Sep-2014,05020000,Chroomonas,CE,1367,CE,"97,134",6.7,4.5,4.5,71.03926388,,1,75,2014,9,05,,Chroomonas,,,,,,,,
RB5,16-Sep-2014,05040001,Cryptomonas (small) Length <20 µm,CE,265,CE,"109,453",15.3,8.8,5.866666667,413.5843897,,1,75,2014,9,05,,Cryptomonas,(small),Length,<20,µm,,,,
RB5,16-Sep-2014,05040002,Cryptomonas (medium) Length 20-30 µm,CE,9,CE,"8,538",21.1,11.6,7.733333333,991.0733475,,1,1152,2014,9,05,,Cryptomonas,(medium),Length,20-30,µm,,,,
RB5,16-Sep-2014,05100012,Rhodomonas lacustris var. nannoplanctica,CE,1720,CE,"92,434",7.4,4.6,,53.73484794,,1,75,2014,9,05,,Rhodomonas,lacustris,var.,nannoplanctica,,,,,
RB5,16-Sep-2014,06020040,Ceratium hirundinella,CE,1,CE,"74,920",see calculation spreadsheet,,,120714,120714,1,15990.24,2014,9,06,,Ceratium,hirundinella,,,,,,,
RB5,16-Sep-2014,06110000,Peridinium,CE,3,CE,"22,495",32.2,26.4,17.6,7833.77491,,1,1152,2014,9,06,,Peridinium,,,,,,,,
RB5,16-Sep-2014,08010010,Chrysochromulina parva,CE,353,CE,"12,734",4.1,4.1,4.1,36.08695121,,1,75,2014,9,08,,Chrysochromulina,parva,,,,,,,
RB5,16-Sep-2014,09310000,Mallomonas,CE,88,CE,"132,794",18.4,12.5,,1505.34648,,1,75,2014,9,09,,Mallomonas,,,,,,,,
RB5,16-Sep-2014,12000001,Small centric diatom (5 - <10 µm diam.),CE,1456,CE,"369,771",,7.6,5.6,254.0417483,,1,75,2014,9,12,,Small Centric,centric,diatom,(5,-,<10,µm,diam.),
RB5,16-Sep-2014,12000002,Medium centric diatom (10-20 µm diam.),CE,1456,CE,"1,678,412",,13.3,8.3,1153.111373,,1,75,2014,9,12,,Medium Centric,centric,diatom,(10-20,µm,diam.),,,
RB5,16-Sep-2014,12030060,Aulacoseira granulata,FI,471,CE,"4,674,531",24.9,7.3,,1042.161316,,9.524390244,576,2014,9,12,,Aulacoseira,granulata,,,,,,,
RB5,16-Sep-2014,13000001,Small pennate diatom <10 µm diam,CE,1853,CE,"717,295",24.2,4,4,387.2,,1,75,2014,9,13,,Small Pennate diatom,pennate,diatom,<10,µm,diam,,,
RB5,16-Sep-2014,13080010,Asterionella formosa,CO,6,CE,"87,590",79.4,4.9,4.9,1906.394,,8,1152,2014,9,13,,Asterionella,formosa,,,,,,,
RB5,16-Sep-2014,13370040,Fragilaria crotonensis,CO,1,CO,"26,522",113.4,66.5,3.4,25639.74,,1,15990.24,2014,9,13,,Fragilaria,crotonensis,,,,,,,
RB5,16-Sep-2014,16180000,Chlamydomonas,CE,88,CE,"4,300",6.8,3.7,,48.74285722,,1,75,2014,9,16,,Chlamydomonas,,,,,,,,
RB5,16-Sep-2014,16490010,Paulschulzia pseudovolvox,CO,6,CE,"7,240",,5.7,,96.96682805,,13,1152,2014,9,16,,Paulschulzia,pseudovolvox,,,,,,,
RB5,16-Sep-2014,17570000,Micractinium,CO,88,CE,"25,254",,4.5,,47.71293843,,6,75,2014,9,17,,Micractinium,,,,,,,,
RB5,16-Sep-2014,17580020,Monoraphidium contortum,CE,2558,CE,"33,292",17.2,1.7,,13.01352397,,1,75,2014,9,17,,Monoraphidium,contortum,,,,,,,
RB5,16-Sep-2014,17580080,Monoraphidium minutum,CE,176,CE,"5,148",8.6,3.6,,29.17911257,,1,75,2014,9,17,,Monoraphidium,minutum,,,,,,,
RB5,16-Sep-2014,17640000,Oocystis,CO,6,CE,"7,845",11,7.7,,341.4858855,,4,1152,2014,9,17,,Oocystis,,,,,,,,
RB5,16-Sep-2014,17680030,Pediastrum boryanum,CO,9,CO,"66,391",,44.3,5,7706.680208,,1,1152,2014,9,17,,Pediastrum,boryanum,,,,,,,
RB5,16-Sep-2014,17970060,Tetrastrum triangulare,CO,88,CE,"2,050",2.3,2.5,,5.808673917,,4,75,2014,9,17,,Tetrastrum,triangulare,,,,,,,
RB5,16-Sep-2014,18110000,Desmodesmus,CO,176,CE,"88,684",12.8,5,,167.5516082,,3,75,2014,9,18,,Desmodesmus,,,,,,,,
RB5,16-Sep-2014,27370000,Staurastrum,CE,0,CE,"2,666",see calculation spreadsheet,,,6444,6444,1,15990.24,2014,9,27,,Staurastrum,,,,,,,,
RB5,16-Sep-2014,90000003,Nanoplankton - unidentified single cells 2–20 µm diameter,CE,265,CE,"94,430",,8.8,,356.8179048,,1,75,2014,9,90,,Nanoplankton,-,unidentified,single,cells,2–20,µm,diameter,
RB5,16-Sep-2014,90000005,Nanoplankton - unidentified flagellates 2–20 µm diameter,CE,573,CE,"142,475",,7.8,,248.4748462,,1,75,2014,9,90,,Nanoplankton,-,unidentified,flagellates,2–20,µm,diameter,,
RB5,02-Oct-2014,01020000,Anabaena,FI,57,CE,"133,484",5.4,5.4,,82.4479576,,28.25,1152,2014,10,01,,Anabaena,,,,,,,,
RB5,02-Oct-2014,01040000,Aphanizomenon,FI,6,FI,"4,766",137.4,3.4,,831.6549736,,1,1152,2014,10,01,,Aphanizomenon,,,,,,,,
RB5,02-Oct-2014,01060000,Aphanothece,CO,33,CE,"3,480",1.3,1.1,,0.823620874,,128,100,2014,10,01,,Aphanothece,,,,,,,,
RB5,02-Oct-2014,01490000,Microcystis,CO,6,CE,"206,020",,6.5,,143.7933137,,250,1152,2014,10,01,,Microcystis,,,,,,,,
RB5,02-Oct-2014,01530160,Oscillatoria limnetica (Pseudanabaena limnetica),FI,3,FI,"11,395",438,3.4,,3976.690813,,1,1152,2014,10,01,,Oscillatoria,limnetica,(Pseudanabaena,limnetica),,,,,
RB5,02-Oct-2014,01750010,Snowella lacustris,CO,66,CE,"22,587",3,3.3,,17.105972,,20,100,2014,10,01,,Snowella,lacustris,,,,,,,
RB5,02-Oct-2014,05020000,Chroomonas,CE,330,CE,"27,872",7.3,4.7,4.7,84.43396776,,1,100,2014,10,05,,Chroomonas,,,,,,,,
RB5,02-Oct-2014,05040001,Cryptomonas (small) Length <20 µm,CE,198,CE,"98,878",15.2,9.7,6.466666667,499.2228091,,1,100,2014,10,05,,Cryptomonas,(small),Length,<20,µm,,,,
RB5,02-Oct-2014,05040002,Cryptomonas (medium) Length 20-30 µm,CE,60,CE,"76,269",24,12.3,8.2,1267.44414,,1,1152,2014,10,05,,Cryptomonas,(medium),Length,20-30,µm,,,,
RB5,02-Oct-2014,05100012,Rhodomonas lacustris var. nannoplanctica,CE,264,CE,"25,367",8.9,5.6,,96.05733698,,1,100,2014,10,05,,Rhodomonas,lacustris,var.,nannoplanctica,,,,,
RB5,02-Oct-2014,06070110,Gymnodinium helveticum,CE,3,CE,"23,977",44.6,23.3,15.378,8367.37549,,1,1152,2014,10,06,,Gymnodinium,helveticum,,,,,,,
RB5,02-Oct-2014,09310000,Mallomonas,CE,6,CE,"10,927",26.6,11.7,,1906.566608,,1,1152,2014,10,09,,Mallomonas,,,,,,,,
RB5,02-Oct-2014,12000001,Small centric diatom (5 - <10 µm diam.),CE,594,CE,"71,197",,6.1,4.1,119.8211292,,1,100,2014,10,12,,Small Centric,centric,diatom,(5,-,<10,µm,diam.),
RB5,02-Oct-2014,12000002,Medium centric diatom (10-20 µm diam.),CE,3994,CE,"3,162,203",,12,7,791.6813487,,1,100,2014,10,12,,Medium Centric,centric,diatom,(10-20,µm,diam.),,,
RB5,02-Oct-2014,12030060,Aulacoseira granulata,FI,304,CE,"2,136,917",21.7,7.1,,859.1446947,,8.188679245,576,2014,10,12,,Aulacoseira,granulata,,,,,,,
RB5,02-Oct-2014,13000001,Small pennate diatom <10 µm diam,CE,165,CE,"47,662",28.2,3.2,3.2,288.768,,1,100,2014,10,13,,Small Pennate diatom,pennate,diatom,<10,µm,diam,,,
RB5,02-Oct-2014,13080010,Asterionella formosa,CO,9,CE,"43,079",72.5,4.8,4.8,1670.4,,3,1152,2014,10,13,,Asterionella,formosa,,,,,,,
RB5,02-Oct-2014,13260040,Diatoma tenuis,CO,3,CE,"37,506",68.1,6.2,6.2,2617.764,,5,1152,2014,10,13,,Diatoma,tenuis,,,,,,,
RB5,02-Oct-2014,13370030,Fragilaria capucina,CO,0,CO,"15,161",544,30,4.5,73440,,1,15990.24,2014,10,13,,Fragilaria,capucina,,,,,,,
RB5,02-Oct-2014,13370040,Fragilaria crotonensis,CO,1,CO,"30,724",109.5,66.3,4.1,29765.385,,1,15990.24,2014,10,13,,Fragilaria,crotonensis,,,,,,,
RB5,02-Oct-2014,16260010,Eudorina elegans,CO,1,CE,"3,714",,7.1,,187.4017614,,24,15990.24,2014,10,16,,Eudorina,elegans,,,,,,,
RB5,02-Oct-2014,16470010,Pandorina morum,CO,0,CE,"2,128",,13.5,,1288.249338,,8,15990.24,2014,10,16,,Pandorina,morum,,,,,,,
RB5,02-Oct-2014,17200020,Coelastrum microporum,CO,6,CE,"8,891",,5.7,,96.96682805,,16,1152,2014,10,17,,Coelastrum,microporum,,,,,,,
RB5,02-Oct-2014,17330040,Dictyosphaerium pulchellum,CO,6,CE,"13,803",,6.6,,150.5325536,,16,1152,2014,10,17,,Dictyosphaerium,pulchellum,,,,,,,
RB5,02-Oct-2014,17540040,Lagerheimia genevensis,CE,66,CE,"2,100",4.5,3,,31.80862562,,1,100,2014,10,17,,Lagerheimia,genevensis,,,,,,,
RB5,02-Oct-2014,17570000,Micractinium,CO,66,CE,"115,027",,5.5,,87.11374629,,20,100,2014,10,17,,Micractinium,,,,,,,,
RB5,02-Oct-2014,17580020,Monoraphidium contortum,CE,297,CE,"5,317",21.1,1.8,,17.89765335,,1,100,2014,10,17,,Monoraphidium,contortum,,,,,,,
RB5,02-Oct-2014,17580080,Monoraphidium minutum,CE,165,CE,"6,936",9.1,4.2,,42.02508493,,1,100,2014,10,17,,Monoraphidium,minutum,,,,,,,
RB5,02-Oct-2014,17640000,Oocystis,CO,6,CE,"10,434",12.7,7.4,,364.1378157,,5,1152,2014,10,17,,Oocystis,,,,,,,,
RB5,02-Oct-2014,17680030,Pediastrum boryanum,CO,3,CO,"17,201",,40.4,5,6409.477332,,1,15990.24,2014,10,17,,Pediastrum,boryanum,,,,,,,
RB5,02-Oct-2014,17680050,Pediastrum duplex,CO,1,CO,"8,337",,41.4,5,6730.705181,,1,15990.24,2014,10,17,,Pediastrum,duplex,,,,,,,
RB5,02-Oct-2014,17960030,Tetraedron minimum,CE,66,CE,"31,878",10.7,9.5,4.75,482.8375,,1,100,2014,10,17,,Tetraedron,minimum,,,,,,,
RB5,02-Oct-2014,17970060,Tetrastrum triangulare,CO,66,CE,"3,398",3.2,3.2,,12.86796351,,4,100,2014,10,17,,Tetrastrum,triangulare,,,,,,,
RB5,02-Oct-2014,18110000,Desmodesmus,CO,132,CE,"8,968",6.7,2.2,,16.9792611,,4,100,2014,10,18,,Desmodesmus,,,,,,,,
RB5,02-Oct-2014,27040000,Closterium,CE,0,CE,"2,690",191.5,11.4,,6515.490376,,1,15990.24,2014,10,27,,Closterium,,,,,,,,
RB5,02-Oct-2014,27050000,Cosmarium,CE,1,CE,"4,331",28.6,26.6,17.556,6993.134227,,1,15990.24,2014,10,27,,Cosmarium,,,,,,,,
RB5,02-Oct-2014,27370000,Staurastrum,CE,0,CE,"1,330",see calculation spreadsheet,,,6444,6444,1,15990.24,2014,10,27,,Staurastrum,,,,,,,,
RB5,02-Oct-2014,90000005,Nanoplankton - unidentified flagellates 2–20 µm diameter,CE,594,CE,"12,228",,3.4,,20.57952628,,1,100,2014,10,90,,Nanoplankton,-,unidentified,flagellates,2–20,µm,diameter,,
RB5,14-Oct-2014,01020000,Anabaena,FI,9,CE,"16,483",6.3,4.6,,69.79990558,,27.33333333,1152,2014,10,01,,Anabaena,,,,,,,,
RB5,14-Oct-2014,01040000,Aphanizomenon,FI,26,FI,"45,874",174.6,4.4,,1769.897903,,1,1152,2014,10,01,,Aphanizomenon,,,,,,,,
RB5,14-Oct-2014,01750010,Snowella lacustris,CO,100,CE,"49,681",3.1,3.1,,15.59853112,,32,100,2014,10,01,,Snowella,lacustris,,,,,,,
RB5,14-Oct-2014,04100150,Trachelomonas hispida,CE,9,CE,"47,755",24.4,20.8,,5527.326492,,1,1152,2014,10,04,,Trachelomonas,hispida,,,,,,,
RB5,14-Oct-2014,05020000,Chroomonas,CE,597,CE,"53,311",7.4,4.8,4.8,89.27149684,,1,100,2014,10,05,,Chroomonas,,,,,,,,
RB5,14-Oct-2014,05040001,Cryptomonas (small) Length <20 µm,CE,265,CE,"175,583",18.4,10.2,6.732,661.5470306,,1,100,2014,10,05,,Cryptomonas,(small),Length,<20,µm,,,,
RB5,14-Oct-2014,05040002,Cryptomonas (medium) Length 20-30 µm,CE,132,CE,"159,535",24.2,12,7.92,1204.260429,,1,576,2014,10,05,,Cryptomonas,(medium),Length,20-30,µm,,,,
RB5,14-Oct-2014,05100012,Rhodomonas lacustris var. nannoplanctica,CE,1095,CE,"112,215",9.2,5.7,,102.4956384,,1,100,2014,10,05,,Rhodomonas,lacustris,var.,nannoplanctica,,,,,
RB5,14-Oct-2014,06070110,Gymnodinium helveticum,CE,3,CE,"24,097",44.6,23.3,15.378,8367.37549,,1,1152,2014,10,06,,Gymnodinium,helveticum,,,,,,,
RB5,14-Oct-2014,08010010,Chrysochromulina parva,CE,365,CE,"15,176",5.5,3.8,3.8,41.58421476,,1,100,2014,10,08,,Chrysochromulina,parva,,,,,,,
RB5,14-Oct-2014,09230000,Dinobryon,CO,0,CE,"5,545",15.8,6.9,,393.8708958,,34,16024.28,2014,10,09,,Dinobryon,,,,,,,,
RB5,14-Oct-2014,09310000,Mallomonas,CE,33,CE,"31,891",14.9,11.1,,961.2378166,,1,100,2014,10,09,,Mallomonas,,,,,,,,
RB5,14-Oct-2014,12000001,Small centric diatom (5 - <10 µm diam.),CE,1327,CE,"280,963",,7.2,5.2,211.7182121,,1,100,2014,10,12,,Small Centric,centric,diatom,(5,-,<10,µm,diam.),
RB5,14-Oct-2014,12000002,Medium centric diatom (10-20 µm diam.),CE,232,CE,"183,857",,12,7,791.6813487,,1,100,2014,10,12,,Medium Centric,centric,diatom,(10-20,µm,diam.),,,
RB5,14-Oct-2014,12030000,Aulacoseira,FI,524,CE,"4,611,492",22.8,7.3,,954.2681933,,9.21978022,576,2014,10,12,,Aulacoseira,,,,,,,,
RB5,14-Oct-2014,13080010,Asterionella formosa,CO,12,CE,"82,709",83.1,4.8,4.8,1914.624,,3.75,1152,2014,10,13,,Asterionella,formosa,,,,,,,
RB5,14-Oct-2014,13260040,Diatoma tenuis,CO,3,CE,"12,481",69.1,5.6,5.6,2166.976,,2,1152,2014,10,13,,Diatoma,tenuis,,,,,,,
RB5,14-Oct-2014,13370030,Fragilaria capucina,CO,0,CO,"2,816",92.9,36.6,4,13600.56,,1,16024.28,2014,10,13,,Fragilaria,capucina,,,,,,,
RB5,14-Oct-2014,13370040,Fragilaria crotonensis,CO,1,CO,"10,267",74.1,67.6,3.3,16530.228,,1,16024.28,2014,10,13,,Fragilaria,crotonensis,,,,,,,
RB5,14-Oct-2014,16180000,Chlamydomonas,CE,199,CE,"24,187",7.4,5.6,,121.5084263,,1,100,2014,10,16,,Chlamydomonas,,,,,,,,
RB5,14-Oct-2014,16260010,Eudorina elegans,CO,3,CE,"112,369",,16.7,,2438.641924,,16,1152,2014,10,16,,Eudorina,elegans,,,,,,,
RB5,14-Oct-2014,16470010,Pandorina morum,CO,9,CE,"39,003",,6.7,,157.4791385,,28.66666667,1152,2014,10,16,,Pandorina,morum,,,,,,,
RB5,14-Oct-2014,16740020,Tetraspora lemmermannii,CO,6,CE,"36,582",,8.2,,288.6956097,,22,1152,2014,10,16,,Tetraspora,lemmermannii,,,,,,,
RB5,14-Oct-2014,17330040,Dictyosphaerium pulchellum,CO,33,CE,"54,229",,5.8,,102.1604043,,16,100,2014,10,17,,Dictyosphaerium,pulchellum,,,,,,,
RB5,14-Oct-2014,17540040,Lagerheimia genevensis,CE,133,CE,"7,926",5,3.9,,59.72953033,,1,100,2014,10,17,,Lagerheimia,genevensis,,,,,,,
RB5,14-Oct-2014,17570000,Micractinium,CO,33,CE,"12,664",,4.5,,47.71293843,,8,100,2014,10,17,,Micractinium,,,,,,,,
RB5,14-Oct-2014,17580020,Monoraphidium contortum,CE,597,CE,"10,688",21.1,1.8,,17.89765335,,1,100,2014,10,17,,Monoraphidium,contortum,,,,,,,
RB5,14-Oct-2014,17580080,Monoraphidium minutum,CE,100,CE,"4,641",9.2,4.4,,46.62961256,,1,100,2014,10,17,,Monoraphidium,minutum,,,,,,,
RB5,14-Oct-2014,17680030,Pediastrum boryanum,CO,1,CO,"8,416",,45.5,5,8129.852739,,1,16024.28,2014,10,17,,Pediastrum,boryanum,,,,,,,
RB5,14-Oct-2014,17680050,Pediastrum duplex,CO,1,CO,"6,723",,52.5,5,10823.76844,,1,16024.28,2014,10,17,,Pediastrum,duplex,,,,,,,
RB5,14-Oct-2014,27050000,Cosmarium,CE,1,CE,"7,386",27.5,27.4,18.084,7134.710854,,1,16024.28,2014,10,27,,Cosmarium,,,,,,,,
RB5,14-Oct-2014,27050000,Cosmarium,CE,0,CE,"5,310",43.3,41.4,27.324,25646.67902,,1,16024.28,2014,10,27,,Cosmarium,,,,,,,,
RB5,14-Oct-2014,27370000,Staurastrum,CE,0,CE,"1,428",see calculation spreadsheet,,,6896,6896,1,16024.28,2014,10,27,,Staurastrum,,,,,,,,
RB5,14-Oct-2014,90000005,Nanoplankton - unidentified flagellates 2–20 µm diameter,CE,531,CE,"51,472",,5.7,,96.96682805,,1,100,2014,10,90,,Nanoplankton,-,unidentified,flagellates,2–20,µm,diameter,,
RB5,28-Oct-2014,01020000,Anabaena,FI,35,CE,"76,672",5.3,5.4,,80.92114357,,27.41666667,1152,2014,10,01,,Anabaena,,,,,,,,
RB5,28-Oct-2014,01040000,Aphanizomenon,FI,52,FI,"62,645",137.3,4.1,,1208.472781,,1,1152,2014,10,01,,Aphanizomenon,,,,,,,,
