"","YearMonth","Year","Month","Season","Cryto.Biovolume","Cyano.Biovolume","Diatoms.Biovolume","Greens.Biovolume","waterlevel.masl","Daphnia","RB5.ChlA","RB5.DO","RB5.NO3","RB5.pH","RB5.SD","RB5.SRP","RB5.SRSi","RB5.Temp","RB5.TON","RB5.TP"
"1416",2015-09-01,2015,9,"Autumn",349127.5774,407053.6483,13746469.28,580937.2175,NA,0.25,39.8633333333333,NA,NA,NA,NA,4.50666666666667,NA,NA,NA,38.5166666666667
"1417",2015-09-01,2015,9,"Autumn",349127.5774,407053.6483,23285132.07,700651.3544,NA,0.25,39.8633333333333,NA,NA,NA,NA,4.50666666666667,NA,NA,NA,38.5166666666667
"1418",2015-09-01,2015,9,"Autumn",349127.5774,407053.6483,23285132.07,471443.6535,NA,0.25,39.8633333333333,NA,NA,NA,NA,4.50666666666667,NA,NA,NA,38.5166666666667
"1419",2015-09-01,2015,9,"Autumn",349127.5774,407053.6483,23285132.07,580937.2175,NA,0.25,39.8633333333333,NA,NA,NA,NA,4.50666666666667,NA,NA,NA,38.5166666666667
"1420",2015-09-01,2015,9,"Autumn",349127.5774,100166.2007,19262220.33,700651.3544,NA,0.25,39.8633333333333,NA,NA,NA,NA,4.50666666666667,NA,NA,NA,38.5166666666667
"1421",2015-09-01,2015,9,"Autumn",349127.5774,100166.2007,19262220.33,471443.6535,NA,0.25,39.8633333333333,NA,NA,NA,NA,4.50666666666667,NA,NA,NA,38.5166666666667
"1422",2015-09-01,2015,9,"Autumn",349127.5774,100166.2007,19262220.33,580937.2175,NA,0.25,39.8633333333333,NA,NA,NA,NA,4.50666666666667,NA,NA,NA,38.5166666666667
"1423",2015-09-01,2015,9,"Autumn",349127.5774,100166.2007,13746469.28,700651.3544,NA,0.25,39.8633333333333,NA,NA,NA,NA,4.50666666666667,NA,NA,NA,38.5166666666667
"1424",2015-09-01,2015,9,"Autumn",349127.5774,100166.2007,13746469.28,471443.6535,NA,0.25,39.8633333333333,NA,NA,NA,NA,4.50666666666667,NA,NA,NA,38.5166666666667
"1425",2015-09-01,2015,9,"Autumn",349127.5774,100166.2007,13746469.28,580937.2175,NA,0.25,39.8633333333333,NA,NA,NA,NA,4.50666666666667,NA,NA,NA,38.5166666666667
"1426",2015-09-01,2015,9,"Autumn",349127.5774,100166.2007,23285132.07,700651.3544,NA,0.25,39.8633333333333,NA,NA,NA,NA,4.50666666666667,NA,NA,NA,38.5166666666667
"1427",2015-09-01,2015,9,"Autumn",349127.5774,100166.2007,23285132.07,471443.6535,NA,0.25,39.8633333333333,NA,NA,NA,NA,4.50666666666667,NA,NA,NA,38.5166666666667
"1428",2015-09-01,2015,9,"Autumn",349127.5774,100166.2007,23285132.07,580937.2175,NA,0.25,39.8633333333333,NA,NA,NA,NA,4.50666666666667,NA,NA,NA,38.5166666666667
"1429",2015-09-01,2015,9,"Autumn",349127.5774,93710.65453,19262220.33,700651.3544,NA,0.25,39.8633333333333,NA,NA,NA,NA,4.50666666666667,NA,NA,NA,38.5166666666667
"1430",2015-09-01,2015,9,"Autumn",349127.5774,93710.65453,19262220.33,471443.6535,NA,0.25,39.8633333333333,NA,NA,NA,NA,4.50666666666667,NA,NA,NA,38.5166666666667
"1431",2015-09-01,2015,9,"Autumn",349127.5774,93710.65453,19262220.33,580937.2175,NA,0.25,39.8633333333333,NA,NA,NA,NA,4.50666666666667,NA,NA,NA,38.5166666666667
"1432",2015-09-01,2015,9,"Autumn",349127.5774,93710.65453,13746469.28,700651.3544,NA,0.25,39.8633333333333,NA,NA,NA,NA,4.50666666666667,NA,NA,NA,38.5166666666667
"1433",2015-09-01,2015,9,"Autumn",349127.5774,93710.65453,13746469.28,471443.6535,NA,0.25,39.8633333333333,NA,NA,NA,NA,4.50666666666667,NA,NA,NA,38.5166666666667
"1434",2015-09-01,2015,9,"Autumn",349127.5774,93710.65453,13746469.28,580937.2175,NA,0.25,39.8633333333333,NA,NA,NA,NA,4.50666666666667,NA,NA,NA,38.5166666666667
"1435",2015-09-01,2015,9,"Autumn",349127.5774,93710.65453,23285132.07,700651.3544,NA,0.25,39.8633333333333,NA,NA,NA,NA,4.50666666666667,NA,NA,NA,38.5166666666667
"1436",2015-09-01,2015,9,"Autumn",349127.5774,93710.65453,23285132.07,471443.6535,NA,0.25,39.8633333333333,NA,NA,NA,NA,4.50666666666667,NA,NA,NA,38.5166666666667
"1437",2015-09-01,2015,9,"Autumn",349127.5774,93710.65453,23285132.07,580937.2175,NA,0.25,39.8633333333333,NA,NA,NA,NA,4.50666666666667,NA,NA,NA,38.5166666666667
"1438",2015-10-01,2015,10,"Autumn",258332.7786,75062.69423,17238643.43,231439.8706,NA,14.6,27.455,NA,NA,NA,NA,8.47,NA,NA,NA,45.43
"1439",2015-10-01,2015,10,"Autumn",258332.7786,75062.69423,17238643.43,46673.64298,NA,14.6,27.455,NA,NA,NA,NA,8.47,NA,NA,NA,45.43
"1440",2015-10-01,2015,10,"Autumn",258332.7786,75062.69423,3736310.742,231439.8706,NA,14.6,27.455,NA,NA,NA,NA,8.47,NA,NA,NA,45.43
"1441",2015-10-01,2015,10,"Autumn",258332.7786,75062.69423,3736310.742,46673.64298,NA,14.6,27.455,NA,NA,NA,NA,8.47,NA,NA,NA,45.43
"1442",2015-10-01,2015,10,"Autumn",258332.7786,61341.50979,17238643.43,231439.8706,NA,14.6,27.455,NA,NA,NA,NA,8.47,NA,NA,NA,45.43
"1443",2015-10-01,2015,10,"Autumn",258332.7786,61341.50979,17238643.43,46673.64298,NA,14.6,27.455,NA,NA,NA,NA,8.47,NA,NA,NA,45.43
"1444",2015-10-01,2015,10,"Autumn",258332.7786,61341.50979,3736310.742,231439.8706,NA,14.6,27.455,NA,NA,NA,NA,8.47,NA,NA,NA,45.43
"1445",2015-10-01,2015,10,"Autumn",258332.7786,61341.50979,3736310.742,46673.64298,NA,14.6,27.455,NA,NA,NA,NA,8.47,NA,NA,NA,45.43
"1446",2015-10-01,2015,10,"Autumn",77121.98881,75062.69423,17238643.43,231439.8706,NA,14.6,27.455,NA,NA,NA,NA,8.47,NA,NA,NA,45.43
"1447",2015-10-01,2015,10,"Autumn",77121.98881,75062.69423,17238643.43,46673.64298,NA,14.6,27.455,NA,NA,NA,NA,8.47,NA,NA,NA,45.43
"1448",2015-10-01,2015,10,"Autumn",77121.98881,75062.69423,3736310.742,231439.8706,NA,14.6,27.455,NA,NA,NA,NA,8.47,NA,NA,NA,45.43
"1449",2015-10-01,2015,10,"Autumn",77121.98881,75062.69423,3736310.742,46673.64298,NA,14.6,27.455,NA,NA,NA,NA,8.47,NA,NA,NA,45.43
"1450",2015-10-01,2015,10,"Autumn",77121.98881,61341.50979,17238643.43,231439.8706,NA,14.6,27.455,NA,NA,NA,NA,8.47,NA,NA,NA,45.43
"1451",2015-10-01,2015,10,"Autumn",77121.98881,61341.50979,17238643.43,46673.64298,NA,14.6,27.455,NA,NA,NA,NA,8.47,NA,NA,NA,45.43
"1452",2015-10-01,2015,10,"Autumn",77121.98881,61341.50979,3736310.742,231439.8706,NA,14.6,27.455,NA,NA,NA,NA,8.47,NA,NA,NA,45.43
"1453",2015-10-01,2015,10,"Autumn",77121.98881,61341.50979,3736310.742,46673.64298,NA,14.6,27.455,NA,NA,NA,NA,8.47,NA,NA,NA,45.43
"1454",2015-11-01,2015,11,"Autumn",66331.8861,4230.829503,312407.391,129343.7938,NA,15.975,2.705,NA,NA,NA,NA,30.42,NA,NA,NA,68.675
"1455",2015-11-01,2015,11,"Autumn",66331.8861,4230.829503,312407.391,52381.52874,NA,15.975,2.705,NA,NA,NA,NA,30.42,NA,NA,NA,68.675
"1456",2015-11-01,2015,11,"Autumn",66331.8861,4230.829503,72659.86396,129343.7938,NA,15.975,2.705,NA,NA,NA,NA,30.42,NA,NA,NA,68.675
"1457",2015-11-01,2015,11,"Autumn",66331.8861,4230.829503,72659.86396,52381.52874,NA,15.975,2.705,NA,NA,NA,NA,30.42,NA,NA,NA,68.675
"1458",2015-11-01,2015,11,"Autumn",66331.8861,47468.09039,312407.391,129343.7938,NA,15.975,2.705,NA,NA,NA,NA,30.42,NA,NA,NA,68.675
"1459",2015-11-01,2015,11,"Autumn",66331.8861,47468.09039,312407.391,52381.52874,NA,15.975,2.705,NA,NA,NA,NA,30.42,NA,NA,NA,68.675
"1460",2015-11-01,2015,11,"Autumn",66331.8861,47468.09039,72659.86396,129343.7938,NA,15.975,2.705,NA,NA,NA,NA,30.42,NA,NA,NA,68.675
"1461",2015-11-01,2015,11,"Autumn",66331.8861,47468.09039,72659.86396,52381.52874,NA,15.975,2.705,NA,NA,NA,NA,30.42,NA,NA,NA,68.675
"1462",2015-11-01,2015,11,"Autumn",25069.8035,4230.829503,312407.391,129343.7938,NA,15.975,2.705,NA,NA,NA,NA,30.42,NA,NA,NA,68.675
"1463",2015-11-01,2015,11,"Autumn",25069.8035,4230.829503,312407.391,52381.52874,NA,15.975,2.705,NA,NA,NA,NA,30.42,NA,NA,NA,68.675
"1464",2015-11-01,2015,11,"Autumn",25069.8035,4230.829503,72659.86396,129343.7938,NA,15.975,2.705,NA,NA,NA,NA,30.42,NA,NA,NA,68.675
"1465",2015-11-01,2015,11,"Autumn",25069.8035,4230.829503,72659.86396,52381.52874,NA,15.975,2.705,NA,NA,NA,NA,30.42,NA,NA,NA,68.675
"1466",2015-11-01,2015,11,"Autumn",25069.8035,47468.09039,312407.391,129343.7938,NA,15.975,2.705,NA,NA,NA,NA,30.42,NA,NA,NA,68.675
"1467",2015-11-01,2015,11,"Autumn",25069.8035,47468.09039,312407.391,52381.52874,NA,15.975,2.705,NA,NA,NA,NA,30.42,NA,NA,NA,68.675
"1468",2015-11-01,2015,11,"Autumn",25069.8035,47468.09039,72659.86396,129343.7938,NA,15.975,2.705,NA,NA,NA,NA,30.42,NA,NA,NA,68.675
"1469",2015-11-01,2015,11,"Autumn",25069.8035,47468.09039,72659.86396,52381.52874,NA,15.975,2.705,NA,NA,NA,NA,30.42,NA,NA,NA,68.675
"1470",2015-12-01,2015,12,"Winter",22213.41852,26324.86703,64834.45569,29584.9364,NA,3.16666666666667,2.17,NA,NA,NA,NA,33.33,NA,NA,NA,47.64
"1471",2016-01-01,2016,1,"Winter",20616.45847,6782.260159,65503.08209,11367.85627,NA,2.43333333333333,0.81,NA,NA,NA,NA,34.84,NA,NA,NA,39.39
"1472",2016-02-01,2016,2,"Winter",104963.547,6392.790732,286032.4028,32616.31237,NA,3.36666666666667,2.26,NA,NA,NA,NA,27.89,NA,NA,NA,40.29
"1473",2016-03-01,2016,3,"Spring",413589.7036,66786.74165,1721777.747,24839.56458,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1474",2016-03-01,2016,3,"Spring",413589.7036,66786.74165,1721777.747,110148.5622,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1475",2016-03-01,2016,3,"Spring",413589.7036,66786.74165,1721777.747,266816.9738,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1476",2016-03-01,2016,3,"Spring",413589.7036,66786.74165,9941116.005,24839.56458,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1477",2016-03-01,2016,3,"Spring",413589.7036,66786.74165,9941116.005,110148.5622,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1478",2016-03-01,2016,3,"Spring",413589.7036,66786.74165,9941116.005,266816.9738,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1479",2016-03-01,2016,3,"Spring",413589.7036,66786.74165,20631903.23,24839.56458,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1480",2016-03-01,2016,3,"Spring",413589.7036,66786.74165,20631903.23,110148.5622,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1481",2016-03-01,2016,3,"Spring",413589.7036,66786.74165,20631903.23,266816.9738,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1482",2016-03-01,2016,3,"Spring",413589.7036,7745.306628,1721777.747,24839.56458,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1483",2016-03-01,2016,3,"Spring",413589.7036,7745.306628,1721777.747,110148.5622,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1484",2016-03-01,2016,3,"Spring",413589.7036,7745.306628,1721777.747,266816.9738,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1485",2016-03-01,2016,3,"Spring",413589.7036,7745.306628,9941116.005,24839.56458,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1486",2016-03-01,2016,3,"Spring",413589.7036,7745.306628,9941116.005,110148.5622,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1487",2016-03-01,2016,3,"Spring",413589.7036,7745.306628,9941116.005,266816.9738,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1488",2016-03-01,2016,3,"Spring",413589.7036,7745.306628,20631903.23,24839.56458,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1489",2016-03-01,2016,3,"Spring",413589.7036,7745.306628,20631903.23,110148.5622,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1490",2016-03-01,2016,3,"Spring",413589.7036,7745.306628,20631903.23,266816.9738,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1491",2016-03-01,2016,3,"Spring",1217566.464,66786.74165,1721777.747,24839.56458,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1492",2016-03-01,2016,3,"Spring",1217566.464,66786.74165,1721777.747,110148.5622,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1493",2016-03-01,2016,3,"Spring",1217566.464,66786.74165,1721777.747,266816.9738,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1494",2016-03-01,2016,3,"Spring",1217566.464,66786.74165,9941116.005,24839.56458,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1495",2016-03-01,2016,3,"Spring",1217566.464,66786.74165,9941116.005,110148.5622,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1496",2016-03-01,2016,3,"Spring",1217566.464,66786.74165,9941116.005,266816.9738,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1497",2016-03-01,2016,3,"Spring",1217566.464,66786.74165,20631903.23,24839.56458,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1498",2016-03-01,2016,3,"Spring",1217566.464,66786.74165,20631903.23,110148.5622,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1499",2016-03-01,2016,3,"Spring",1217566.464,66786.74165,20631903.23,266816.9738,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1500",2016-03-01,2016,3,"Spring",1217566.464,7745.306628,1721777.747,24839.56458,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1501",2016-03-01,2016,3,"Spring",1217566.464,7745.306628,1721777.747,110148.5622,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1502",2016-03-01,2016,3,"Spring",1217566.464,7745.306628,1721777.747,266816.9738,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1503",2016-03-01,2016,3,"Spring",1217566.464,7745.306628,9941116.005,24839.56458,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1504",2016-03-01,2016,3,"Spring",1217566.464,7745.306628,9941116.005,110148.5622,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1505",2016-03-01,2016,3,"Spring",1217566.464,7745.306628,9941116.005,266816.9738,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1506",2016-03-01,2016,3,"Spring",1217566.464,7745.306628,20631903.23,24839.56458,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1507",2016-03-01,2016,3,"Spring",1217566.464,7745.306628,20631903.23,110148.5622,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1508",2016-03-01,2016,3,"Spring",1217566.464,7745.306628,20631903.23,266816.9738,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1509",2016-03-01,2016,3,"Spring",575615.664,66786.74165,1721777.747,24839.56458,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1510",2016-03-01,2016,3,"Spring",575615.664,66786.74165,1721777.747,110148.5622,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1511",2016-03-01,2016,3,"Spring",575615.664,66786.74165,1721777.747,266816.9738,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1512",2016-03-01,2016,3,"Spring",575615.664,66786.74165,9941116.005,24839.56458,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1513",2016-03-01,2016,3,"Spring",575615.664,66786.74165,9941116.005,110148.5622,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1514",2016-03-01,2016,3,"Spring",575615.664,66786.74165,9941116.005,266816.9738,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1515",2016-03-01,2016,3,"Spring",575615.664,66786.74165,20631903.23,24839.56458,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1516",2016-03-01,2016,3,"Spring",575615.664,66786.74165,20631903.23,110148.5622,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1517",2016-03-01,2016,3,"Spring",575615.664,66786.74165,20631903.23,266816.9738,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1518",2016-03-01,2016,3,"Spring",575615.664,7745.306628,1721777.747,24839.56458,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1519",2016-03-01,2016,3,"Spring",575615.664,7745.306628,1721777.747,110148.5622,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1520",2016-03-01,2016,3,"Spring",575615.664,7745.306628,1721777.747,266816.9738,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1521",2016-03-01,2016,3,"Spring",575615.664,7745.306628,9941116.005,24839.56458,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1522",2016-03-01,2016,3,"Spring",575615.664,7745.306628,9941116.005,110148.5622,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1523",2016-03-01,2016,3,"Spring",575615.664,7745.306628,9941116.005,266816.9738,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1524",2016-03-01,2016,3,"Spring",575615.664,7745.306628,20631903.23,24839.56458,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1525",2016-03-01,2016,3,"Spring",575615.664,7745.306628,20631903.23,110148.5622,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1526",2016-03-01,2016,3,"Spring",575615.664,7745.306628,20631903.23,266816.9738,NA,1.4,26.8,NA,NA,NA,NA,9.41,NA,NA,NA,39.06
"1527",2016-04-01,2016,4,"Spring",111933.1967,9703.836472,11718294.76,28085.17135,NA,19.2,10.29,NA,NA,NA,NA,2.995,NA,NA,NA,21.595
"1528",2016-04-01,2016,4,"Spring",111933.1967,9703.836472,11718294.76,31514.28094,NA,19.2,10.29,NA,NA,NA,NA,2.995,NA,NA,NA,21.595
"1529",2016-04-01,2016,4,"Spring",111933.1967,9703.836472,1413591.714,28085.17135,NA,19.2,10.29,NA,NA,NA,NA,2.995,NA,NA,NA,21.595
"1530",2016-04-01,2016,4,"Spring",111933.1967,9703.836472,1413591.714,31514.28094,NA,19.2,10.29,NA,NA,NA,NA,2.995,NA,NA,NA,21.595
"1531",2016-04-01,2016,4,"Spring",111933.1967,12682.35764,11718294.76,28085.17135,NA,19.2,10.29,NA,NA,NA,NA,2.995,NA,NA,NA,21.595
"1532",2016-04-01,2016,4,"Spring",111933.1967,12682.35764,11718294.76,31514.28094,NA,19.2,10.29,NA,NA,NA,NA,2.995,NA,NA,NA,21.595
"1533",2016-04-01,2016,4,"Spring",111933.1967,12682.35764,1413591.714,28085.17135,NA,19.2,10.29,NA,NA,NA,NA,2.995,NA,NA,NA,21.595
"1534",2016-04-01,2016,4,"Spring",111933.1967,12682.35764,1413591.714,31514.28094,NA,19.2,10.29,NA,NA,NA,NA,2.995,NA,NA,NA,21.595
"1535",2016-04-01,2016,4,"Spring",51666.48413,9703.836472,11718294.76,28085.17135,NA,19.2,10.29,NA,NA,NA,NA,2.995,NA,NA,NA,21.595
"1536",2016-04-01,2016,4,"Spring",51666.48413,9703.836472,11718294.76,31514.28094,NA,19.2,10.29,NA,NA,NA,NA,2.995,NA,NA,NA,21.595
"1537",2016-04-01,2016,4,"Spring",51666.48413,9703.836472,1413591.714,28085.17135,NA,19.2,10.29,NA,NA,NA,NA,2.995,NA,NA,NA,21.595
"1538",2016-04-01,2016,4,"Spring",51666.48413,9703.836472,1413591.714,31514.28094,NA,19.2,10.29,NA,NA,NA,NA,2.995,NA,NA,NA,21.595
"1539",2016-04-01,2016,4,"Spring",51666.48413,12682.35764,11718294.76,28085.17135,NA,19.2,10.29,NA,NA,NA,NA,2.995,NA,NA,NA,21.595
"1540",2016-04-01,2016,4,"Spring",51666.48413,12682.35764,11718294.76,31514.28094,NA,19.2,10.29,NA,NA,NA,NA,2.995,NA,NA,NA,21.595
"1541",2016-04-01,2016,4,"Spring",51666.48413,12682.35764,1413591.714,28085.17135,NA,19.2,10.29,NA,NA,NA,NA,2.995,NA,NA,NA,21.595
"1542",2016-04-01,2016,4,"Spring",51666.48413,12682.35764,1413591.714,31514.28094,NA,19.2,10.29,NA,NA,NA,NA,2.995,NA,NA,NA,21.595
"1543",2016-05-01,2016,5,"Spring",664387.2968,175071.854,625079.3752,299519.0902,NA,24.65,4.48,NA,NA,NA,NA,4.235,NA,NA,NA,15.445
"1544",2016-05-01,2016,5,"Spring",664387.2968,175071.854,625079.3752,39268.41414,NA,24.65,4.48,NA,NA,NA,NA,4.235,NA,NA,NA,15.445
"1545",2016-05-01,2016,5,"Spring",664387.2968,175071.854,1174556.546,299519.0902,NA,24.65,4.48,NA,NA,NA,NA,4.235,NA,NA,NA,15.445
"1546",2016-05-01,2016,5,"Spring",664387.2968,175071.854,1174556.546,39268.41414,NA,24.65,4.48,NA,NA,NA,NA,4.235,NA,NA,NA,15.445
"1547",2016-05-01,2016,5,"Spring",664387.2968,40499.25923,625079.3752,299519.0902,NA,24.65,4.48,NA,NA,NA,NA,4.235,NA,NA,NA,15.445
"1548",2016-05-01,2016,5,"Spring",664387.2968,40499.25923,625079.3752,39268.41414,NA,24.65,4.48,NA,NA,NA,NA,4.235,NA,NA,NA,15.445
"1549",2016-05-01,2016,5,"Spring",664387.2968,40499.25923,1174556.546,299519.0902,NA,24.65,4.48,NA,NA,NA,NA,4.235,NA,NA,NA,15.445
"1550",2016-05-01,2016,5,"Spring",664387.2968,40499.25923,1174556.546,39268.41414,NA,24.65,4.48,NA,NA,NA,NA,4.235,NA,NA,NA,15.445
"1551",2016-05-01,2016,5,"Spring",546502.0452,175071.854,625079.3752,299519.0902,NA,24.65,4.48,NA,NA,NA,NA,4.235,NA,NA,NA,15.445
"1552",2016-05-01,2016,5,"Spring",546502.0452,175071.854,625079.3752,39268.41414,NA,24.65,4.48,NA,NA,NA,NA,4.235,NA,NA,NA,15.445
"1553",2016-05-01,2016,5,"Spring",546502.0452,175071.854,1174556.546,299519.0902,NA,24.65,4.48,NA,NA,NA,NA,4.235,NA,NA,NA,15.445
"1554",2016-05-01,2016,5,"Spring",546502.0452,175071.854,1174556.546,39268.41414,NA,24.65,4.48,NA,NA,NA,NA,4.235,NA,NA,NA,15.445
"1555",2016-05-01,2016,5,"Spring",546502.0452,40499.25923,625079.3752,299519.0902,NA,24.65,4.48,NA,NA,NA,NA,4.235,NA,NA,NA,15.445
"1556",2016-05-01,2016,5,"Spring",546502.0452,40499.25923,625079.3752,39268.41414,NA,24.65,4.48,NA,NA,NA,NA,4.235,NA,NA,NA,15.445
"1557",2016-05-01,2016,5,"Spring",546502.0452,40499.25923,1174556.546,299519.0902,NA,24.65,4.48,NA,NA,NA,NA,4.235,NA,NA,NA,15.445
"1558",2016-05-01,2016,5,"Spring",546502.0452,40499.25923,1174556.546,39268.41414,NA,24.65,4.48,NA,NA,NA,NA,4.235,NA,NA,NA,15.445
"1559",2016-06-01,2016,6,"Summer",858256.3276,154435.2502,2853959.161,131115.9249,NA,9.48,8.495,NA,NA,NA,NA,6.82,NA,NA,NA,24.975
"1560",2016-06-01,2016,6,"Summer",858256.3276,154435.2502,2853959.161,83180.97953,NA,9.48,8.495,NA,NA,NA,NA,6.82,NA,NA,NA,24.975
"1561",2016-06-01,2016,6,"Summer",858256.3276,154435.2502,98592.37416,131115.9249,NA,9.48,8.495,NA,NA,NA,NA,6.82,NA,NA,NA,24.975
"1562",2016-06-01,2016,6,"Summer",858256.3276,154435.2502,98592.37416,83180.97953,NA,9.48,8.495,NA,NA,NA,NA,6.82,NA,NA,NA,24.975
"1563",2016-06-01,2016,6,"Summer",858256.3276,810105.5103,2853959.161,131115.9249,NA,9.48,8.495,NA,NA,NA,NA,6.82,NA,NA,NA,24.975
"1564",2016-06-01,2016,6,"Summer",858256.3276,810105.5103,2853959.161,83180.97953,NA,9.48,8.495,NA,NA,NA,NA,6.82,NA,NA,NA,24.975
"1565",2016-06-01,2016,6,"Summer",858256.3276,810105.5103,98592.37416,131115.9249,NA,9.48,8.495,NA,NA,NA,NA,6.82,NA,NA,NA,24.975
"1566",2016-06-01,2016,6,"Summer",858256.3276,810105.5103,98592.37416,83180.97953,NA,9.48,8.495,NA,NA,NA,NA,6.82,NA,NA,NA,24.975
"1567",2016-06-01,2016,6,"Summer",1047979.674,154435.2502,2853959.161,131115.9249,NA,9.48,8.495,NA,NA,NA,NA,6.82,NA,NA,NA,24.975
"1568",2016-06-01,2016,6,"Summer",1047979.674,154435.2502,2853959.161,83180.97953,NA,9.48,8.495,NA,NA,NA,NA,6.82,NA,NA,NA,24.975
"1569",2016-06-01,2016,6,"Summer",1047979.674,154435.2502,98592.37416,131115.9249,NA,9.48,8.495,NA,NA,NA,NA,6.82,NA,NA,NA,24.975
"1570",2016-06-01,2016,6,"Summer",1047979.674,154435.2502,98592.37416,83180.97953,NA,9.48,8.495,NA,NA,NA,NA,6.82,NA,NA,NA,24.975
"1571",2016-06-01,2016,6,"Summer",1047979.674,810105.5103,2853959.161,131115.9249,NA,9.48,8.495,NA,NA,NA,NA,6.82,NA,NA,NA,24.975
"1572",2016-06-01,2016,6,"Summer",1047979.674,810105.5103,2853959.161,83180.97953,NA,9.48,8.495,NA,NA,NA,NA,6.82,NA,NA,NA,24.975
"1573",2016-06-01,2016,6,"Summer",1047979.674,810105.5103,98592.37416,131115.9249,NA,9.48,8.495,NA,NA,NA,NA,6.82,NA,NA,NA,24.975
"1574",2016-06-01,2016,6,"Summer",1047979.674,810105.5103,98592.37416,83180.97953,NA,9.48,8.495,NA,NA,NA,NA,6.82,NA,NA,NA,24.975
